Spectrum Number,Spectrum Name,Frequency (MHz),Wavenumber (cm-1),Pressure (Torr),Temperature (C),Tau (us),Tau Error (%),Alpha (ppm/cm),Model (ppm/cm),Residuals (ppm/cm),QF,Background,CIA (ppm/cm)
1,20_torr,394414751.7839447,13156.259981161526,20.000000000000004,25.0,581.607061376715,0.0361427983150089,0.0573521398465446,0.05723001733399159,-0.00012212251255300927,1583.0,0.0,0
1,20_torr,394414900.2498477,13156.264933450984,20.000000000000004,25.0,342.1425473319156,0.0023790203649255,0.0974927257072645,0.0968804188549335,-0.0006123068523310043,1583.0,0.0,0
1,20_torr,394415053.742769,13156.270053423726,20.000000000000004,25.0,232.84575901010876,0.0360508475274272,0.143255387865437,0.1436427674215828,0.00038737955614578934,1583.0,0.0,0
1,20_torr,394415202.2979389,13156.275008690807,20.000000000000004,25.0,184.98535458167328,0.0099912455492935,0.1803191911881216,0.18033069644007743,1.1505251955840068e-05,1583.0,0.0,0
1,20_torr,394415352.21573627,13156.280009410251,20.000000000000004,25.0,172.04699714976445,0.0361427983150089,0.1938796379618235,0.19388961128463714,9.97332281363339e-06,1583.0,0.0,0
1,20_torr,394415503.8224317,13156.28506646527,20.000000000000004,25.0,187.38140958939974,0.042710164671035,0.1780134411034028,0.1775249210479533,-0.0004885200554494984,1583.0,0.0,0
1,20_torr,394415650.4985448,13156.289959053767,20.000000000000004,25.0,239.08863423523007,0.0206951381657053,0.1395148273213068,0.13983328021908953,0.0003184528977827339,1583.0,0.0,0
1,20_torr,394415798.4806375,13156.294895205052,20.000000000000004,25.0,356.05082893783094,0.0361427983150089,0.093684403486221,0.09469908565188291,0.0010146821656619176,1583.0,0.0,0
1,20_torr,394415950.03681684,13156.299950575034,20.000000000000004,25.0,611.056824561926,0.0176797777730655,0.0545880647740557,0.05487583111529564,0.0002877663412399409,1583.0,0.0,0
1,20_torr,394416100.4999092,13156.304969483564,20.000000000000004,25.0,1193.6606583150838,0.0361427983150089,0.0279446334160829,0.02806038957178785,0.00011575615570495051,1583.0,0.0,0
1,20_torr,394416250.1118297,13156.309960000051,20.000000000000004,25.0,2570.0060780309896,0.0361427983150089,0.0129791169775642,0.013133930806850852,0.00015481382928665167,1583.0,0.0,0
1,20_torr,394416402.6471455,13156.31504803051,20.000000000000004,25.0,5607.73088228846,0.0361427983150089,0.0059482899982181,0.0059032984081180675,-4.499159010003251e-05,1583.0,0.0,0
1,20_torr,394416549.44615567,13156.319944718412,20.000000000000004,25.0,11650.950331127002,0.0361427983150089,0.0028629775745159,0.0029435057166940404,8.05281421781402e-05,1583.0,0.0,0
1,20_torr,394416700.212431,13156.324973740033,20.000000000000004,25.0,18340.0119999394,0.0650865639880536,0.001818777954994,0.0016921353545460958,-0.00012664260044790423,1583.0,0.0,0
1,20_torr,394416849.7959381,13156.329963308752,20.000000000000004,25.0,27997.78005208213,0.0201711839878098,0.0011913947983649,0.0011518425981665405,-3.95522001983594e-05,1583.0,0.0,0
1,20_torr,394417001.073363,13156.33500938049,20.000000000000004,25.0,37394.1490372149,0.0093057175021936,0.000892022157975,0.0008713494977165745,-2.0672660258425415e-05,1583.0,0.0,0
1,20_torr,394417149.4612198,13156.339959066609,20.000000000000004,25.0,44756.53922363845,0.0218068539382407,0.0007452857191022,0.0007025034205403426,-4.278229856185742e-05,1583.0,0.0,0
1,20_torr,394417297.7654157,13156.344905962102,20.000000000000004,25.0,67235.50684341387,0.0361427983150089,0.000496113007633,0.0005853080086362044,8.919500100320438e-05,1583.0,0.0,0
1,20_torr,394417449.1061332,13156.349954145053,20.000000000000004,25.0,88543.94339268231,0.0361427983150089,0.0003767215265293,0.0004969249965907028,0.00012020347006140282,1583.0,0.0,0
1,20_torr,394417600.4760968,13156.355003303546,20.000000000000004,25.0,91367.57924803699,0.0361427983150089,0.0003650792742277,0.0004294453942340053,6.43661200063053e-05,1583.0,0.0,0
1,20_torr,394417749.1884209,13156.359963812729,20.000000000000004,25.0,103954.4821854953,0.0361427983150089,0.0003208751447609,0.0003779764941847533,5.710134942385329e-05,1583.0,0.0,0
1,20_torr,394417899.52018464,13156.364978340604,20.000000000000004,25.0,105700.01417319936,0.0361427983150089,0.0003155762066896,0.00033805712516527637,2.248091847567639e-05,1583.0,0.0,0
1,20_torr,394418052.48998123,13156.370080863784,20.000000000000004,25.0,71453.73341251223,0.0811134718961516,0.0004668252857726,0.00030885775639629694,-0.00015796752937630306,1583.0,0.0,0
1,20_torr,394418201.23665863,13156.37504251887,20.000000000000004,25.0,75499.28179365545,0.077398601316876,0.0004418109514072,0.00029139514549884616,-0.00015041580590835382,1583.0,0.0,0
1,20_torr,394418351.66855526,13156.380060386817,20.000000000000004,25.0,139285.53951007023,0.0361427983150089,0.0002394822150034,0.00028372088445724675,4.423866945384676e-05,1583.0,0.0,0
1,20_torr,394418496.54200596,13156.384892844968,20.000000000000004,25.0,125886.99571286295,0.0361427983150089,0.0002649710506707,0.0002822365961752714,1.7265545504571397e-05,1583.0,0.0,0
1,20_torr,394418649.1658863,13156.389983829624,20.000000000000004,25.0,94236.00561492592,0.0379899462075132,0.0003539667168844,0.00028025430739746064,-7.371240948693934e-05,1583.0,0.0,0
1,20_torr,394418800.22503686,13156.39502262051,20.000000000000004,25.0,124003.59953038405,0.0361427983150089,0.0002689954940513,0.0002708713526406942,1.8758585893942207e-06,1583.0,0.0,0
1,20_torr,394418945.6749686,13156.399874308,20.000000000000004,25.0,300965.79350287624,0.0361427983150089,0.0001108312314552,0.00025202418754966097,0.00014119295609446098,1583.0,0.0,0
1,20_torr,394419099.0010947,13156.404988717051,20.000000000000004,25.0,141353.58430353203,0.0059108309090796,0.0002359785192867,0.00022463311999381682,-1.1345399292883189e-05,1583.0,0.0,0
1,20_torr,394419247.4704223,13156.409941120744,20.000000000000004,25.0,179228.62282702245,0.0361427983150089,0.0001861109514411,0.0001969605249611956,1.0849573520095595e-05,1583.0,0.0,0
1,20_torr,394419397.61810285,13156.414949508266,20.000000000000004,25.0,168243.91269401528,0.0130479814410144,0.0001982622074445,0.00017329088743366916,-2.4971320010830838e-05,1583.0,0.0,0
1,20_torr,394419549.24572223,13156.420007261231,20.000000000000004,25.0,419543.4800024878,0.0361427983150089,7.950644238260457e-05,0.00015597900362104616,7.64725612384416e-05,1583.0,0.0,0
1,20_torr,394419700.05467504,13156.425037706422,20.000000000000004,25.0,642369.7736285458,0.0361427983150089,5.1927115641502375e-05,0.000144601875491974,9.267475985047163e-05,1583.0,0.0,0
1,20_torr,394419850.1113129,13156.430043057086,20.000000000000004,25.0,-1131495.765998091,0.0361427983150089,-2.947992429330176e-05,0.0001372443054498694,0.00016672422974317117,1583.0,0.0,0
1,20_torr,394419998.1174986,13156.434980012024,20.000000000000004,25.0,237991.0957393879,0.0041686148202384,0.0001401582248957,0.00013233146400508017,-7.826760890619828e-06,1583.0,0.0,0
1,20_torr,394420147.158704,13156.439951491508,20.000000000000004,25.0,964079.1577039887,0.0361427983150089,3.459924348873536e-05,0.00012882546340173512,9.422621991299976e-05,1583.0,0.0,0
1,20_torr,394420300.46145236,13156.445065120764,20.000000000000004,25.0,207095.66569937914,0.018085021832375,0.0001610676370612,0.0001262754352511623,-3.479220181003769e-05,1583.0,0.0,0
1,20_torr,394420447.4159127,13156.449966993923,20.000000000000004,25.0,1134046.5163511753,0.0361427983150089,2.941361667168675e-05,0.00012467053934647434,9.525692267478759e-05,1583.0,0.0,0
1,20_torr,394420598.59148175,13156.455009668114,20.000000000000004,25.0,126717.63769807231,0.0720813080346182,0.0002632341489769,0.00012384427734506487,-0.0001393898716318351,1583.0,0.0,0
1,20_torr,394420748.715994,13156.460017282823,20.000000000000004,25.0,185654.07576642532,0.0289555830379965,0.0001796696861198,0.00012392996405393816,-5.5739722065861844e-05,1583.0,0.0,0
1,20_torr,394420899.17704815,13156.465036123362,20.000000000000004,25.0,251110.58205230164,0.0041623617612253,0.0001328355390171,0.0001252158530864802,-7.619685930619808e-06,1583.0,0.0,0
1,20_torr,394421047.98234576,13156.469999733808,20.000000000000004,25.0,370479.1732409273,0.0361427983150089,9.003585607259793e-05,0.0001285101022505173,3.847424617791937e-05,1583.0,0.0,0
1,20_torr,394421196.56795704,13156.474956016307,20.000000000000004,25.0,159932.44885652256,0.0376707519844428,0.0002085656147849,0.0001359546968839754,-7.261091790092462e-05,1583.0,0.0,0
1,20_torr,394421346.09955245,13156.47994385344,20.000000000000004,25.0,166126.23279509175,0.0251501930072159,0.000200789537923,0.0001523348120129459,-4.845472591005409e-05,1583.0,0.0,0
1,20_torr,394421498.8364988,13156.485038609571,20.000000000000004,25.0,182256.64982976165,0.0361427983150089,0.0001830188887537,0.00018655077465942142,3.5318859057214256e-06,1583.0,0.0,0
1,20_torr,394421648.475382,13156.49003002544,20.000000000000004,25.0,140466.69370431028,0.0361427983150089,0.000237468460602,0.0002462966465248596,8.828185922859605e-06,1583.0,0.0,0
1,20_torr,394421798.85206705,13156.495046051728,20.000000000000004,25.0,101111.37570280387,0.0361427983150089,0.0003298976924007,0.0003349060084638281,5.00831606312812e-06,1583.0,0.0,0
1,20_torr,394421948.39553905,13156.500034285022,20.000000000000004,25.0,151499.14965382815,0.0361427983150089,0.0002201755560743,0.0004376929982235517,0.00021751744214925173,1583.0,0.0,0
1,20_torr,394422097.0867249,13156.504994089106,20.000000000000004,25.0,54817.075210071096,0.0441160888779578,0.000608503999748,0.0005237890361380382,-8.471496360996185e-05,1583.0,0.0,0
1,20_torr,394422245.7039972,13156.509951427704,20.000000000000004,25.0,72485.36531996715,0.0361427983150089,0.0004601812982879,0.0005609821891081964,0.00010080089082029634,1583.0,0.0,0
1,20_torr,394422398.9932235,13156.515064605912,20.000000000000004,25.0,50093.138198583874,0.0679156604936046,0.0006658877985959,0.000534667727506284,-0.000131220071089616,1583.0,0.0,0
1,20_torr,394422547.23519087,13156.520009425683,20.000000000000004,25.0,54483.14859422247,0.0769693900289776,0.0006122335140402,0.0004641748165938218,-0.00014805869744637817,1583.0,0.0,0
1,20_torr,394422695.6012215,13156.52495838376,20.000000000000004,25.0,125391.48452633031,0.0361427983150089,0.0002660181402734,0.0003837598591805272,0.00011774171890712717,1583.0,0.0,0
1,20_torr,394422846.5885044,13156.5299947774,20.000000000000004,25.0,76570.86430937597,0.0595746568459498,0.000435627961375,0.00032196290702868785,-0.00011366505434631216,1583.0,0.0,0
1,20_torr,394422996.12266445,13156.53498270008,20.000000000000004,25.0,94700.3469848051,0.0317368128745522,0.0003522311225023,0.000292845949459915,-5.9385173042385015e-05,1583.0,0.0,0
1,20_torr,394423147.91850746,13156.540046064383,20.000000000000004,25.0,64212.425806852145,0.1179619818014758,0.000519469699216,0.00029337133423217883,-0.0002260983649838212,1583.0,0.0,0
1,20_torr,394423299.4810745,13156.545101647438,20.000000000000004,25.0,104142.23258675176,0.0037865037562578,0.000320296662471,0.00031659232406078725,-3.704338410212766e-06,1583.0,0.0,0
1,20_torr,394423446.37954175,13156.55000165287,20.000000000000004,25.0,177443.59438424485,0.0361427983150089,0.0001879831708525,0.00035594069536340836,0.00016795752451090836,1583.0,0.0,0
1,20_torr,394423596.6281,13156.555013405306,20.000000000000004,25.0,82029.47902242569,0.0361427983150089,0.0004066392950112,0.0004133007263094039,6.661431298203894e-06,1583.0,0.0,0
1,20_torr,394423744.364805,13156.55994137134,20.000000000000004,25.0,68328.54639551976,0.000513746121928,0.0004881767764637,0.0004920410322176084,3.86425575390841e-06,1583.0,0.0,0
1,20_torr,394423894.74442196,13156.564957495426,20.000000000000004,25.0,51094.025599392175,0.0257130217594426,0.0006528436373628,0.000609844035069602,-4.299960229319801e-05,1583.0,0.0,0
1,20_torr,394424045.7014949,13156.569992881372,20.000000000000004,25.0,38272.70362620385,0.0395594082028679,0.000871545680326,0.0008058000948101545,-6.574558551584553e-05,1583.0,0.0,0
1,20_torr,394424194.8150334,13156.574966773627,20.000000000000004,25.0,25262.74630709511,0.0760586637703275,0.0013203793884613,0.001184868620134865,-0.00013551076832643495,1583.0,0.0,0
1,20_torr,394424348.1628326,13156.580081905617,20.000000000000004,25.0,15672.05175432397,0.0437193755224411,0.0021284009294196,0.002084333663292822,-4.40672661267778e-05,1583.0,0.0,0
1,20_torr,394424494.7256088,13156.5849707136,20.000000000000004,25.0,7860.749415025019,0.0389353652934377,0.0042434134150184,0.004164625976821268,-7.878743819713253e-05,1583.0,0.0,0
1,20_torr,394424647.0093569,13156.590050352666,20.000000000000004,25.0,3718.7294860094808,0.0361427983150089,0.0089698402761771,0.009179377585860706,0.0002095373096836061,1583.0,0.0,0
1,20_torr,394424797.04884285,13156.595055131203,20.000000000000004,25.0,1733.818493974662,0.0361427983150089,0.0192386974967304,0.019457582140801385,0.00021888464407098657,1583.0,0.0,0
1,20_torr,394424945.1985474,13156.599996873418,20.000000000000004,25.0,889.8790292434434,0.0336844612039469,0.0374842067558038,0.03729889597615027,-0.00018531077965353027,1583.0,0.0,0
1,20_torr,394425095.68603694,13156.605016595746,20.000000000000004,25.0,523.5281585976729,0.0491614062441743,0.0637146426071216,0.06357668145111228,-0.00013796115600932246,1583.0,0.0,0
1,20_torr,394425244.9772815,13156.609996415636,20.000000000000004,25.0,356.36927329345065,0.0514784347915168,0.0936006890031398,0.0933550237359117,-0.0002456652672280929,1583.0,0.0,0
1,20_torr,394425394.52886045,13156.614984919348,20.000000000000004,25.0,283.370803036262,0.0361427983150089,0.1177129371212838,0.11763992366229392,-7.301345898988454e-05,1583.0,0.0,0
1,20_torr,394425544.50337845,13156.619987530788,20.000000000000004,25.0,263.3627254250232,0.0101057117437043,0.1266557728166868,0.1265825693900079,-7.320342667890833e-05,1583.0,0.0,0
1,20_torr,394425693.5147368,13156.62495801468,20.000000000000004,25.0,287.2769896881675,0.0025931692103245,0.1161123609517867,0.1161885783153747,7.621736358799647e-05,1583.0,0.0,0
1,20_torr,394425843.0775886,13156.629946894414,20.000000000000004,25.0,367.30525024113797,0.0361427983150089,0.0908138653011808,0.09108158561891137,0.00026772031773057703,1583.0,0.0,0
1,20_torr,394425995.6101001,13156.635034831332,20.000000000000004,25.0,545.6337827005623,0.0610253350940497,0.0611333289422089,0.06068157463505361,-0.0004517543071552929,1583.0,0.0,0
1,20_torr,394426146.27933747,13156.640060616117,20.000000000000004,25.0,937.9247463632765,0.062087479251312,0.0355640574034877,0.035086915626061935,-0.000477141777425763,1583.0,0.0,0
1,20_torr,394426293.4670197,13156.64497026872,20.000000000000004,25.0,1833.4253235951783,0.0235700076876405,0.0181934923067422,0.018185026128790936,-8.466177951263476e-06,1583.0,0.0,0
1,20_torr,394426441.79039127,13156.649917803845,20.000000000000004,25.0,3929.413509020949,0.0361427983150089,0.008488902845994,0.008609315484928258,0.00012041263893425823,1583.0,0.0,0
1,20_torr,394426593.74357736,13156.654986416548,20.000000000000004,25.0,8556.838789076945,0.0361427983150089,0.0038982164257197,0.00391607018358093,1.78537578612299e-05,1583.0,0.0,0
1,20_torr,394426742.9656279,13156.659963928378,20.000000000000004,25.0,16960.55692533631,0.0074137551569356,0.001966704847409,0.0019680956211647277,1.3907737557278775e-06,1583.0,0.0,0
1,20_torr,394426892.3222107,13156.664945927718,20.000000000000004,25.0,30463.27036667365,0.0361427983150089,0.0010949713907377,0.0011669986183703786,7.202722763267866e-05,1583.0,0.0,0
1,20_torr,394427045.6604177,13156.670060739743,20.000000000000004,25.0,36824.92857704636,0.0492326517862336,0.0009058105693274,0.0008066751595225172,-9.913540980488272e-05,1583.0,0.0,0
1,20_torr,394427193.0628065,13156.674977554188,20.000000000000004,25.0,78414.10623403535,0.0361427983150089,0.0004253878686095,0.0006224689526859342,0.00019708108407643418,1583.0,0.0,0
1,20_torr,394427344.634087,13156.680033427892,20.000000000000004,25.0,66133.80200781529,0.0001593242390608,0.0005043776179067,0.0004977673093710436,-6.610308535656326e-06,1583.0,0.0,0
1,20_torr,394427494.03076327,13156.685016764606,20.000000000000004,25.0,81737.21102225206,0.0361427983150089,0.0004080933164056,0.0004072183342523592,-8.749821532408352e-07,1583.0,0.0,0
1,20_torr,394427645.8313715,13156.69008028786,20.000000000000004,25.0,86152.33117044531,0.0208775404793463,0.0003871794189042,0.0003383020909334549,-4.8877327970745085e-05,1583.0,0.0,0
1,20_torr,394427794.08113265,13156.695025367604,20.000000000000004,25.0,97815.00564017116,0.021735740099839,0.0003410152593818,0.0002907562261231282,-5.025903325867184e-05,1583.0,0.0,0
1,20_torr,394427945.12882596,13156.70006377632,20.000000000000004,25.0,84883.34580809592,0.0629379606503054,0.0003929676569916,0.00026251245854445285,-0.00013045519844714714,1583.0,0.0,0
1,20_torr,394428089.75082475,13156.704887846936,20.000000000000004,25.0,122812.71581429392,0.003219212007411,0.0002716038750438,0.0002568361102841032,-1.4767764759696762e-05,1583.0,0.0,0
1,20_torr,394428242.0394095,13156.709967647335,20.000000000000004,25.0,138455.05482649384,0.0361427983150089,0.0002409186834068,0.00027589851720358287,3.497983379678287e-05,1583.0,0.0,0
1,20_torr,394428393.8525735,13156.715031589403,20.000000000000004,25.0,89481.33215366617,0.0245266537896248,0.0003727750662287,0.00031698661198946844,-5.5788454239231544e-05,1583.0,0.0,0
1,20_torr,394428543.25491756,13156.720015115176,20.000000000000004,25.0,86200.92763266219,0.007523174661812,0.0003869611434109,0.00036396183109231156,-2.299931231858842e-05,1583.0,0.0,0
1,20_torr,394428688.8254089,13156.724870824097,20.000000000000004,25.0,80895.53076605724,0.005326371241137,0.0004123393369688,0.0003931479930457864,-1.9191343923013603e-05,1583.0,0.0,0
1,20_torr,394428841.6376503,13156.729968091802,20.000000000000004,25.0,120618.16627931374,0.0361427983150089,0.0002765454868761,0.0003856339501975836,0.00010908846332148363,1583.0,0.0,0
1,20_torr,394428994.34542894,13156.735061875002,20.000000000000004,25.0,147934.0533240174,0.0361427983150089,0.0002254816167766,0.0003364829367082499,0.00011100131993164989,1583.0,0.0,0
1,20_torr,394429145.98160195,13156.740119913287,20.000000000000004,25.0,108902.41075523394,0.0165643139781009,0.0003062963371379,0.0002641022579160538,-4.2194079221846215e-05,1583.0,0.0,0
1,20_torr,394429295.1585403,13156.745095920336,20.000000000000004,25.0,219701.5533744539,0.0361427983150089,0.0001518260067236,0.0001936728485438494,4.184684182024939e-05,1583.0,0.0,0
1,20_torr,394429439.05129987,13156.749895666151,20.000000000000004,25.0,107169.59007254268,0.0840910451509535,0.0003112488299828,0.00014108323268175753,-0.00017016559730104248,1583.0,0.0,0
1,20_torr,394429591.8509115,13156.75499251257,20.000000000000004,25.0,193237.6570665989,0.0307820818157753,0.0001726185776943,0.00010502627295774498,-6.759230473655503e-05,1583.0,0.0,0
1,20_torr,394429743.2525386,13156.760042727246,20.000000000000004,25.0,384986.2654103888,0.0361427983150089,8.664311565571785e-05,8.466978972679905e-05,-1.973325928918799e-06,1583.0,0.0,0
1,20_torr,394429893.8463748,13156.765065996917,20.000000000000004,25.0,126890.54640843853,0.0937701073267312,0.0002628754502518,7.323046537289444e-05,-0.00018964498487890558,1583.0,0.0,0
1,20_torr,394430044.589758,13156.77009425494,20.000000000000004,25.0,-5630333.862894731,0.0361427983150089,-5.9244105824065e-06,6.607992885892022e-05,7.200433944132671e-05,1583.0,0.0,0
1,20_torr,394430194.5199519,13156.775095387886,20.000000000000004,25.0,-1162673.5497792,0.0361427983150089,-2.8689402563728943e-05,6.090652101503853e-05,8.959592357876747e-05,1583.0,0.0,0
1,20_torr,394430340.4731357,13156.779963862056,20.000000000000004,25.0,195456.01570726483,0.0549443651064443,0.0001706594161306,5.678262787147569e-05,-0.00011387678825912432,1583.0,0.0,0
1,20_torr,394430493.83732253,13156.78507954068,20.000000000000004,25.0,5805238.139197762,0.0361427983150089,5.74591579535526e-06,5.302422172079982e-05,4.727830592544456e-05,1583.0,0.0,0
1,20_torr,394430642.5262094,13156.79003926808,20.000000000000004,25.0,-1106059.3860874947,0.0361427983150089,-3.0157882966671515e-05,4.978335664285866e-05,7.994123960953017e-05,1583.0,0.0,0
1,20_torr,394430790.178779,13156.794964427658,20.000000000000004,25.0,308618.9166369868,0.0279510171893214,0.0001080828417237,4.687881910695409e-05,-6.120402261674591e-05,1583.0,0.0,0
1,20_torr,394430942.6351005,13156.800049823152,20.000000000000004,25.0,160868.66238653185,0.0805917875519527,0.00020735181747,4.415609365049063e-05,-0.00016319572381950936,1583.0,0.0,0
1,20_torr,394431091.0175163,13156.804999327778,20.000000000000004,25.0,1370169.4830989738,0.0361427983150089,2.4344732481102644e-05,4.173877597802255e-05,1.739404349691991e-05,1583.0,0.0,0
1,20_torr,394431240.91970485,13156.809999526567,20.000000000000004,25.0,280297.2390332838,0.0375526016887913,0.0001190037034787,3.9500459080108656e-05,-7.950324439859135e-05,1583.0,0.0,0
1,20_torr,394431390.7976973,13156.814998918262,20.000000000000004,25.0,375670.7429166803,0.0230870365236533,8.879160847299013e-05,3.744332882885802e-05,-5.1348279644132114e-05,1583.0,0.0,0
1,20_torr,394431538.69138384,13156.819932120634,20.000000000000004,25.0,-430237.4494049506,0.0361427983150089,-7.753023258656242e-05,3.5571045287994846e-05,0.00011310127787455727,1583.0,0.0,0
1,20_torr,394431689.8708062,13156.824974923358,20.000000000000004,25.0,1109319.823202497,0.0361427983150089,3.0069244975284524e-05,3.380180753965676e-05,3.7325625643722335e-06,1583.0,0.0,0
1,20_torr,394431842.1864885,13156.830055627634,20.000000000000004,25.0,421965.860511827,0.020945523389808,7.905001954270725e-05,3.215198919350886e-05,-4.689803034919839e-05,1583.0,0.0,0
1,20_torr,394431992.0140878,13156.835053338393,20.000000000000004,25.0,276773.82339268486,0.0431644822167593,0.0001205186571148,3.06461631292161e-05,-8.98724939855839e-05,1583.0,0.0,0
1,20_torr,394432140.10605,13156.83999315453,20.000000000000004,25.0,-274336.8988861883,0.0361427983150089,-0.0001215892198798,2.9260935401032986e-05,0.00015085015528083299,1583.0,0.0,0
1,20_torr,394432288.62167114,13156.844947102409,20.000000000000004,25.0,482054.6868431798,0.0181928684244763,6.919631823985685e-05,2.7965251716906427e-05,-4.123106652295042e-05,1583.0,0.0,0
1,20_torr,394432441.22817004,13156.850037507284,20.000000000000004,25.0,-1070421.8178795755,0.0361427983150089,-3.1161929776330345e-05,2.6722637484967e-05,5.7884567261297346e-05,1583.0,0.0,0
1,20_torr,394432587.9738433,13156.854932416054,20.000000000000004,25.0,-1346516.9581491055,0.0361427983150089,-2.4772364965730725e-05,2.5605171434350456e-05,5.037753640008118e-05,1583.0,0.0,0
1,20_torr,394432739.4251498,13156.859984287858,20.000000000000004,25.0,-735306.3201708256,0.0361427983150089,-4.536396411235236e-05,2.4485450897023942e-05,6.98494150093763e-05,1583.0,0.0,0
1,20_torr,394432888.94865316,13156.864971855068,20.000000000000004,25.0,554794.6686528646,0.0160077765629358,6.012388259031077e-05,2.3488347517884013e-05,-3.663553507242676e-05,1583.0,0.0,0
1,20_torr,394433041.90096396,13156.870073794982,20.000000000000004,25.0,226807.79895609102,0.0613827762320347,0.0001470690587949,2.2530774032102264e-05,-0.00012453828476279773,1583.0,0.0,0
1,20_torr,394433186.42895657,13156.874894729892,20.000000000000004,25.0,210592.91901902124,0.0677237329564046,0.0001583928352159,2.1643687081455488e-05,-0.00013674914813444452,1583.0,0.0,0
1,20_torr,394433339.9712494,13156.88001634949,20.000000000000004,25.0,-194658.30447651507,0.0361427983150089,-0.0001713587797321,2.0792586311652007e-05,0.000192151366043752,1583.0,0.0,0
1,20_torr,394433489.58889973,13156.885007057108,20.000000000000004,25.0,271903.8591211911,0.0502224069686616,0.0001226772199101,2.001126084847453e-05,-0.00010266595906162547,1583.0,0.0,0
1,20_torr,394433639.3532531,13156.89000265821,20.000000000000004,25.0,-543942.0720794371,0.0361427983150089,-6.132345930201157e-05,1.927311334968706e-05,8.059657265169863e-05,1583.0,0.0,0
1,20_torr,394433787.6157518,13156.894948162831,20.000000000000004,25.0,-418873.7824757395,0.0361427983150089,-7.963355768571445e-05,1.858258305416393e-05,9.821614073987838e-05,1583.0,0.0,0
1,20_torr,394433939.73966026,13156.90002247022,20.000000000000004,25.0,245086.78363652495,0.0583518145134027,0.0001361004009473,1.7912767265638354e-05,-0.00011818763368166164,1583.0,0.0,0
1,20_torr,394434089.25670975,13156.905009822154,20.000000000000004,25.0,-256216.7682234208,0.0361427983150089,-0.0001301882376829,1.7290075725417573e-05,0.00014747831340831757,1583.0,0.0,0
1,20_torr,394434240.5234721,13156.910055538225,20.000000000000004,25.0,423443.0186209141,0.0294899889533953,7.877425781738397e-05,1.6693758911470556e-05,-6.208049890591341e-05,1583.0,0.0,0
1,20_torr,394434390.431989,13156.915055948106,20.000000000000004,25.0,403187.89071877726,0.0318581893892296,8.273167495271139e-05,1.6134311216750523e-05,-6.659736373596087e-05,1583.0,0.0,0
1,20_torr,394434538.99638146,13156.92001152282,20.000000000000004,25.0,319414.63099306583,0.0433605291347341,0.0001044298109204,1.5609393291824013e-05,-8.882041762857599e-05,1583.0,0.0,0
1,20_torr,394434685.76050186,13156.924907046923,20.000000000000004,25.0,-504147.73881481186,0.0361427983150089,-6.616395741103975e-05,1.511925808523461e-05,8.128321549627436e-05,1583.0,0.0,0
1,20_torr,394434837.38442266,13156.92996467652,20.000000000000004,25.0,301449.0976225824,0.0471429228454841,0.0001106535391311,1.4645117284645327e-05,-9.600842184645468e-05,1583.0,0.0,0
1,20_torr,394434987.7134736,13156.934979113905,20.000000000000004,25.0,178357.7084883438,0.0867851462384331,0.000187019724589,1.4219809186352683e-05,-0.00017279991540264733,1583.0,0.0,0
1,20_torr,394435137.6255796,13156.939979643505,20.000000000000004,25.0,500581.0366121224,0.0249014553069261,6.663538384427771e-05,1.3881577956483654e-05,-5.275380588779405e-05,1583.0,0.0,0
1,20_torr,394435288.33638406,13156.945006814816,20.000000000000004,25.0,377262.08073065954,0.0362418999739585,8.841707455785757e-05,1.3740699359267967e-05,-7.46763751985896e-05,1583.0,0.0,0
1,20_torr,394435437.04226536,13156.949967109093,20.000000000000004,25.0,390560.2996764157,0.0345684799084124,8.540655449991059e-05,1.4034103907283407e-05,-7.137245059262718e-05,1583.0,0.0,0
1,20_torr,394435589.12645286,13156.955040091532,20.000000000000004,25.0,-271575.6559163485,0.0361427983150089,-0.0001228254771484,1.51734744537565e-05,0.0001379989516021565,1583.0,0.0,0
1,20_torr,394435737.14134395,13156.959977336854,20.000000000000004,25.0,-1630113.7872171411,0.0361427983150089,-2.046262646288012e-05,1.7492726641612977e-05,3.79553531044931e-05,1583.0,0.0,0
1,20_torr,394435887.2858357,13156.964985618008,20.000000000000004,25.0,-245157.33296089317,0.0361427983150089,-0.0001360612351136,2.1125271293071028e-05,0.00015718650640667104,1583.0,0.0,0
1,20_torr,394436036.84265876,13156.969974296642,20.000000000000004,25.0,-1648348.178082253,0.0361427983150089,-2.023626437869652e-05,2.534587313676918e-05,4.55821375154657e-05,1583.0,0.0,0
1,20_torr,394436188.338488,13156.975027653563,20.000000000000004,25.0,209880.6496419045,0.0650504499948747,0.000158930371031,2.8770181009433337e-05,-0.00013016019002156667,1583.0,0.0,0
1,20_torr,394436336.5453641,13156.979971302815,20.000000000000004,25.0,171834.04378285294,0.0826963584766111,0.0001941199123613,2.9793203986182808e-05,-0.0001643267083751172,1583.0,0.0,0
1,20_torr,394436489.75984925,13156.985081987928,20.000000000000004,25.0,543825.9656136769,0.0152333869306651,6.13365518179596e-05,2.7805742023481873e-05,-3.353080979447772e-05,1583.0,0.0,0
1,20_torr,394436636.32047594,13156.989970724211,20.000000000000004,25.0,1617656.5120714232,0.0361427983150089,2.0620205384084925e-05,2.3729942031481825e-05,3.1097366473969007e-06,1583.0,0.0,0
